Wakefield Council Purchase Card Spend for Quarter 1st July 2018 to 30th September 2018,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Purpose of Spend,Type,TransNo,Seq No,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,P-Card Tran,Contract,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,BP,Purchase of Food & Drink,Revenue,17/07/2018,161025,250,0.79,Nil,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,BRADFORD BROADWAY,Travel & Public Transport Expenses,Revenue,26/07/2018,161029,17,2.50,Nil,AUTOMOBILE PARKING LOTS AND GARAGES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Premises Cleaning,Revenue,14/09/2018,161041,505,8.49,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Premises Cleaning,Revenue,07/09/2018,161038,195,26.18,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Consumable Items,Revenue,07/09/2018,161038,479,12.55,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Consumable Items,Revenue,24/08/2018,161035,254,35.12,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Consumable Items,Revenue,14/09/2018,161041,504,74.43,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Consumable Items,Revenue,24/08/2018,161035,280,39.48,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Consumable Items,Revenue,14/09/2018,161041,411,47.77,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,4,Children´s and Education Services,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,128,2.23,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,4,Children´s and Education Services,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,130,3.18,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,4,Children´s and Education Services,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,129,16.71,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,4,Children´s and Education Services,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,131,28.88,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,4,Children´s and Education Services,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,127,35.49,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,4,Children´s and Education Services,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,126,51.81,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,207,5.44,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,328,6.90,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,329,7.63,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,197,8.18,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,198,8.18,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,190,8.25,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,17/08/2018,161034,144,8.54,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,17/08/2018,161034,143,8.54,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,322,8.64,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,474,8.95,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,321,9.08,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,230,9.27,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,476,9.27,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,208,9.27,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,324,9.36,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,320,9.62,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,325,10.82,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,231,11.55,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,477,11.55,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,209,11.55,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,229,14.19,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,199,14.19,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,17/08/2018,161034,138,14.99,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,17/08/2018,161034,139,14.99,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,478,14.99,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,252,16.25,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,17/08/2018,161034,140,16.36,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,17/08/2018,161034,141,16.36,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,253,16.99,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,323,17.74,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,485,17.99,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,196,17.99,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,503,18.19,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,191,18.54,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,502,18.65,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,496,19.98,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,495,20.10,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,17/08/2018,161034,137,21.44,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,250,22.00,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,194,22.29,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,500,22.56,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,501,22.56,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,480,24.92,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,475,26.98,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,319,29.47,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,251,29.75,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,210,30.66,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,17/08/2018,161034,142,31.74,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,193,31.74,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,232,31.74,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,488,31.74,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,499,36.38,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,505,38.56,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,506,38.56,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,327,40.92,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,507,41.08,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,326,41.66,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,486,42.57,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,504,44.97,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,498,50.49,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,247,53.12,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,497,53.49,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,233,54.04,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,487,54.04,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,192,54.04,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,503,54.92,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,494,56.58,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,490,63.96,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,489,65.00,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,29,76.42,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,07/09/2018,161038,473,77.49,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,249,81.00,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,248,164.05,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,617,6.82,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,26/09/2018,161044,375,6.99,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,249,7.49,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,250,7.49,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,414,7.75,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,17/07/2018,161025,308,8.18,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,17/07/2018,161025,309,8.18,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,26/09/2018,161044,376,8.25,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,248,8.99,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,26/09/2018,161044,373,9.08,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,413,9.27,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,251,10.29,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,409,10.98,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,410,10.98,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,416,10.99,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,28/09/2018,161045,436,11.46,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,24/08/2018,161035,281,11.75,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,610,11.98,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,28/09/2018,161045,344,13.98,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,28/09/2018,161045,345,13.98,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,17/07/2018,161025,310,14.19,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,14/09/2018,161041,412,16.50,Nil,CATERERS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,BRAKE BROS LTD,Purchase of Food & Drink,Revenue,06/08/2018,161031,616,16.50,Nil,CATERERS,GPC,Not Yet Available,,,,,,
