Created as New Dataset,Sample 012 By Analyst Date Wednesday, January 20 2016
cm-1,A
2609.00,0.0144
2608.00,0.0144
2607.00,0.0144
2606.00,0.0144
2605.00,0.0144
2604.00,0.0144
2603.00,0.0144
2602.00,0.0144
2601.00,0.0144
2600.00,0.0144
2599.00,0.0144
2598.00,0.0144
2597.00,0.0144
2596.00,0.0144
2595.00,0.0144
2594.00,0.0144
2593.00,0.0144
2592.00,0.0144
2591.00,0.0143
2590.00,0.0143
2589.00,0.0143
2588.00,0.0143
2587.00,0.0142
2586.00,0.0142
2585.00,0.0142
2584.00,0.0141
2583.00,0.0141
2582.00,0.0141
2581.00,0.0140
2580.00,0.0140
2579.00,0.0140
2578.00,0.0139
2577.00,0.0139
2576.00,0.0139
2575.00,0.0138
2574.00,0.0138
2573.00,0.0138
2572.00,0.0138
2571.00,0.0138
2570.00,0.0138
2569.00,0.0138
2568.00,0.0138
2567.00,0.0137
2566.00,0.0137
2565.00,0.0137
2564.00,0.0137
2563.00,0.0137
2562.00,0.0137
2561.00,0.0137
2560.00,0.0137
2559.00,0.0137
2558.00,0.0137
2557.00,0.0137
2556.00,0.0138
2555.00,0.0138
2554.00,0.0138
2553.00,0.0137
2552.00,0.0137
2551.00,0.0137
2550.00,0.0137
2549.00,0.0138
2548.00,0.0138
2547.00,0.0138
2546.00,0.0138
2545.00,0.0137
2544.00,0.0138
2543.00,0.0138
2542.00,0.0138
2541.00,0.0138
2540.00,0.0139
2539.00,0.0139
2538.00,0.0139
2537.00,0.0140
2536.00,0.0141
2535.00,0.0141
2534.00,0.0142
2533.00,0.0143
2532.00,0.0144
2531.00,0.0145
2530.00,0.0146
2529.00,0.0146
2528.00,0.0147
2527.00,0.0148
2526.00,0.0148
2525.00,0.0149
2524.00,0.0149
2523.00,0.0150
2522.00,0.0150
2521.00,0.0151
2520.00,0.0151
2519.00,0.0151
2518.00,0.0151
2517.00,0.0151
2516.00,0.0151
2515.00,0.0151
2514.00,0.0151
2513.00,0.0151
2512.00,0.0151
2511.00,0.0151
2510.00,0.0150
2509.00,0.0149
2508.00,0.0148
2507.00,0.0147
2506.00,0.0146
2505.00,0.0145
2504.00,0.0144
2503.00,0.0142
2502.00,0.0141
2501.00,0.0139
2500.00,0.0138
2499.00,0.0137
2498.00,0.0135
2497.00,0.0134
2496.00,0.0133
2495.00,0.0132
2494.00,0.0131
2493.00,0.0130
2492.00,0.0129
2491.00,0.0128
2490.00,0.0128
2489.00,0.0127
2488.00,0.0126
2487.00,0.0125
2486.00,0.0125
2485.00,0.0124
2484.00,0.0123
2483.00,0.0123
2482.00,0.0122
2481.00,0.0121
2480.00,0.0121
2479.00,0.0121
2478.00,0.0120
2477.00,0.0119
2476.00,0.0119
2475.00,0.0118
2474.00,0.0118
2473.00,0.0118
2472.00,0.0117
2471.00,0.0117
2470.00,0.0117
2469.00,0.0116
2468.00,0.0116
2467.00,0.0115
2466.00,0.0115
2465.00,0.0114
2464.00,0.0114
2463.00,0.0114
2462.00,0.0114
2461.00,0.0114
2460.00,0.0114
2459.00,0.0113
2458.00,0.0113
2457.00,0.0113
2456.00,0.0113
2455.00,0.0113
2454.00,0.0113
2453.00,0.0113
2452.00,0.0113
2451.00,0.0112
2450.00,0.0112
2449.00,0.0113
2448.00,0.0113
2447.00,0.0112
2446.00,0.0112
2445.00,0.0112
2444.00,0.0112
2443.00,0.0112
2442.00,0.0112
2441.00,0.0112
2440.00,0.0112
2439.00,0.0112
2438.00,0.0112
2437.00,0.0112
2436.00,0.0112
2435.00,0.0112
2434.00,0.0111
2433.00,0.0111
2432.00,0.0111
2431.00,0.0111
2430.00,0.0111
2429.00,0.0111
2428.00,0.0111
2427.00,0.0110
2426.00,0.0110
2425.00,0.0110
2424.00,0.0110
2423.00,0.0109
2422.00,0.0108
2421.00,0.0108
2420.00,0.0107
2419.00,0.0107
2418.00,0.0106
2417.00,0.0106
2416.00,0.0106
2415.00,0.0105
2414.00,0.0105
2413.00,0.0105
2412.00,0.0104
2411.00,0.0104
2410.00,0.0103
2409.00,0.0103
2408.00,0.0103
2407.00,0.0102
2406.00,0.0102
2405.00,0.0101
2404.00,0.0101
2403.00,0.0100
2402.00,0.0100
2401.00,0.0100
2400.00,0.0100
2399.00,0.0100
2398.00,0.0099
2397.00,0.0099
2396.00,0.0099
2395.00,0.0099
2394.00,0.0098
2393.00,0.0098
2392.00,0.0098
2391.00,0.0098
2390.00,0.0097
2389.00,0.0097
2388.00,0.0097
2387.00,0.0097
2386.00,0.0096
2385.00,0.0096
2384.00,0.0096
2383.00,0.0096
2382.00,0.0095
2381.00,0.0095
2380.00,0.0095
2379.00,0.0095
2378.00,0.0095
2377.00,0.0095
2376.00,0.0095
2375.00,0.0094
2374.00,0.0094
2373.00,0.0094
2372.00,0.0094
2371.00,0.0094
2370.00,0.0093
2369.00,0.0093
2368.00,0.0093
2367.00,0.0093
2366.00,0.0093
2365.00,0.0093
2364.00,0.0093
2363.00,0.0093
2362.00,0.0093
2361.00,0.0093
2360.00,0.0093
2359.00,0.0093
2358.00,0.0093
2357.00,0.0093
2356.00,0.0093
2355.00,0.0093
2354.00,0.0092
2353.00,0.0092
2352.00,0.0093
2351.00,0.0093
2350.00,0.0093
2349.00,0.0093
2348.00,0.0094
2347.00,0.0094
2346.00,0.0094
2345.00,0.0093
2344.00,0.0093
2343.00,0.0093
2342.00,0.0093
2341.00,0.0093
2340.00,0.0094
2339.00,0.0094
2338.00,0.0094
2337.00,0.0094
2336.00,0.0094
2335.00,0.0094
2334.00,0.0093
2333.00,0.0094
2332.00,0.0094
2331.00,0.0094
2330.00,0.0094
2329.00,0.0094
2328.00,0.0094
2327.00,0.0096
2326.00,0.0098
2325.00,0.0100
2324.00,0.0101
2323.00,0.0101
2322.00,0.0100
2321.00,0.0100
2320.00,0.0099
2319.00,0.0099
2318.00,0.0098
2317.00,0.0097
2316.00,0.0097
2315.00,0.0097
2314.00,0.0096
2313.00,0.0096
2312.00,0.0096
2311.00,0.0095
2310.00,0.0095
2309.00,0.0095
2308.00,0.0095
2307.00,0.0095
2306.00,0.0095
2305.00,0.0095
2304.00,0.0095
2303.00,0.0095
2302.00,0.0095
2301.00,0.0095
2300.00,0.0095
2299.00,0.0095
2298.00,0.0095
2297.00,0.0096
2296.00,0.0096
2295.00,0.0096
2294.00,0.0096
2293.00,0.0097
2292.00,0.0097
2291.00,0.0097
2290.00,0.0097
2289.00,0.0097
2288.00,0.0098
2287.00,0.0098
2286.00,0.0098
2285.00,0.0098
2284.00,0.0097
2283.00,0.0097
2282.00,0.0096
2281.00,0.0096
2280.00,0.0096
2279.00,0.0095
2278.00,0.0095
2277.00,0.0095
2276.00,0.0095
2275.00,0.0094
2274.00,0.0094
2273.00,0.0094
2272.00,0.0094
2271.00,0.0094
2270.00,0.0094
2269.00,0.0093
2268.00,0.0093
2267.00,0.0092
2266.00,0.0092
2265.00,0.0092
2264.00,0.0092
2263.00,0.0092
2262.00,0.0092
2261.00,0.0092
2260.00,0.0093
2259.00,0.0093
2258.00,0.0092
2257.00,0.0092
2256.00,0.0092
2255.00,0.0092
2254.00,0.0092
2253.00,0.0092
2252.00,0.0093
2251.00,0.0093
2250.00,0.0093
2249.00,0.0092
2248.00,0.0091
2247.00,0.0091
2246.00,0.0090
2245.00,0.0090
2244.00,0.0091
2243.00,0.0091
2242.00,0.0091
2241.00,0.0091
2240.00,0.0092
2239.00,0.0091
2238.00,0.0091
2237.00,0.0091
2236.00,0.0091
2235.00,0.0091
2234.00,0.0092
2233.00,0.0092
2232.00,0.0092
2231.00,0.0092
2230.00,0.0091
2229.00,0.0091
2228.00,0.0091
2227.00,0.0091
2226.00,0.0091
2225.00,0.0091
2224.00,0.0091
2223.00,0.0091
2222.00,0.0091
2221.00,0.0091
2220.00,0.0091
2219.00,0.0090
2218.00,0.0090
2217.00,0.0090
2216.00,0.0091
2215.00,0.0091
2214.00,0.0091
2213.00,0.0090
2212.00,0.0091
2211.00,0.0090
2210.00,0.0090
2209.00,0.0089
2208.00,0.0090
2207.00,0.0090
2206.00,0.0090
2205.00,0.0090
2204.00,0.0091
2203.00,0.0091
2202.00,0.0090
2201.00,0.0090
2200.00,0.0091
2199.00,0.0091
2198.00,0.0090
2197.00,0.0091
2196.00,0.0091
2195.00,0.0091
2194.00,0.0091
2193.00,0.0091
2192.00,0.0091
2191.00,0.0091
2190.00,0.0091
2189.00,0.0091
2188.00,0.0091
2187.00,0.0091
2186.00,0.0091
2185.00,0.0091
2184.00,0.0091
2183.00,0.0090
2182.00,0.0088
2181.00,0.0088
2180.00,0.0088
2179.00,0.0088
2178.00,0.0088
2177.00,0.0088
2176.00,0.0088
2175.00,0.0088
2174.00,0.0087
2173.00,0.0088
2172.00,0.0089
2171.00,0.0090
2170.00,0.0091
2169.00,0.0092
2168.00,0.0094
2167.00,0.0094
2166.00,0.0094
2165.00,0.0095
2164.00,0.0097
2163.00,0.0097
2162.00,0.0097
2161.00,0.0095
2160.00,0.0091
2159.00,0.0085
2158.00,0.0080
2157.00,0.0078
2156.00,0.0077
2155.00,0.0078
2154.00,0.0078
2153.00,0.0080
2152.00,0.0082
2151.00,0.0083
2150.00,0.0083
2149.00,0.0084
2148.00,0.0084
2147.00,0.0083
2146.00,0.0082
2145.00,0.0082
2144.00,0.0083
2143.00,0.0084
2142.00,0.0084
2141.00,0.0085
2140.00,0.0085
2139.00,0.0085
2138.00,0.0084
2137.00,0.0084
2136.00,0.0084
2135.00,0.0083
2134.00,0.0082
2133.00,0.0082
2132.00,0.0083
2131.00,0.0084
2130.00,0.0084
2129.00,0.0085
2128.00,0.0086
2127.00,0.0086
2126.00,0.0087
2125.00,0.0087
2124.00,0.0088
2123.00,0.0089
2122.00,0.0089
2121.00,0.0090
2120.00,0.0090
2119.00,0.0090
2118.00,0.0090
2117.00,0.0091
2116.00,0.0091
2115.00,0.0091
2114.00,0.0091
2113.00,0.0092
2112.00,0.0092
2111.00,0.0093
2110.00,0.0092
2109.00,0.0092
2108.00,0.0093
2107.00,0.0093
2106.00,0.0093
2105.00,0.0093
2104.00,0.0093
2103.00,0.0093
2102.00,0.0093
2101.00,0.0093
2100.00,0.0094
2099.00,0.0094
2098.00,0.0094
2097.00,0.0094
2096.00,0.0094
2095.00,0.0094
2094.00,0.0094
2093.00,0.0094
2092.00,0.0095
2091.00,0.0096
2090.00,0.0097
2089.00,0.0098
2088.00,0.0099
2087.00,0.0099
2086.00,0.0099
2085.00,0.0100
2084.00,0.0101
2083.00,0.0101
2082.00,0.0102
2081.00,0.0102
2080.00,0.0103
2079.00,0.0103
2078.00,0.0103
2077.00,0.0103
2076.00,0.0103
2075.00,0.0103
2074.00,0.0103
2073.00,0.0103
2072.00,0.0103
2071.00,0.0103
2070.00,0.0103
2069.00,0.0103
2068.00,0.0103
2067.00,0.0102
2066.00,0.0101
2065.00,0.0101
2064.00,0.0100
2063.00,0.0100
2062.00,0.0100
2061.00,0.0100
2060.00,0.0100
2059.00,0.0100
2058.00,0.0099
2057.00,0.0099
2056.00,0.0099
2055.00,0.0099
2054.00,0.0099
2053.00,0.0100
2052.00,0.0102
2051.00,0.0102
2050.00,0.0102
2049.00,0.0100
2048.00,0.0099
2047.00,0.0098
2046.00,0.0097
2045.00,0.0097
2044.00,0.0097
2043.00,0.0097
2042.00,0.0096
2041.00,0.0096
2040.00,0.0097
2039.00,0.0097
2038.00,0.0097
2037.00,0.0096
2036.00,0.0096
2035.00,0.0095
2034.00,0.0093
2033.00,0.0093
2032.00,0.0094
2031.00,0.0094
2030.00,0.0093
2029.00,0.0093
2028.00,0.0094
2027.00,0.0094
2026.00,0.0094
2025.00,0.0095
2024.00,0.0096
2023.00,0.0096
2022.00,0.0095
2021.00,0.0094
2020.00,0.0095
2019.00,0.0094
2018.00,0.0094
2017.00,0.0094
2016.00,0.0095
2015.00,0.0095
2014.00,0.0095
2013.00,0.0096
2012.00,0.0096
2011.00,0.0096
2010.00,0.0096
2009.00,0.0095
2008.00,0.0095
2007.00,0.0094
2006.00,0.0093
2005.00,0.0093
2004.00,0.0095
2003.00,0.0095
2002.00,0.0095
2001.00,0.0095
2000.00,0.0095
1999.00,0.0096
1998.00,0.0096
1997.00,0.0096
1996.00,0.0096
1995.00,0.0096
1994.00,0.0096
1993.00,0.0096
1992.00,0.0097
1991.00,0.0097
1990.00,0.0097
1989.00,0.0097
1988.00,0.0098
1987.00,0.0098
1986.00,0.0097
1985.00,0.0096
1984.00,0.0097
1983.00,0.0098
1982.00,0.0099
1981.00,0.0100
1980.00,0.0101
1979.00,0.0100
1978.00,0.0096
1977.00,0.0094
1976.00,0.0093
1975.00,0.0091
1974.00,0.0090
1973.00,0.0089
1972.00,0.0089
1971.00,0.0088
1970.00,0.0088
1969.00,0.0088
1968.00,0.0089
1967.00,0.0089
1966.00,0.0089
1965.00,0.0089
1964.00,0.0089
1963.00,0.0089
1962.00,0.0089
1961.00,0.0089
1960.00,0.0090
1959.00,0.0089
1958.00,0.0089
1957.00,0.0089
1956.00,0.0090
1955.00,0.0091
1954.00,0.0091
1953.00,0.0091
1952.00,0.0092
1951.00,0.0092
1950.00,0.0091
1949.00,0.0092
1948.00,0.0092
1947.00,0.0092
1946.00,0.0091
1945.00,0.0091
1944.00,0.0091
1943.00,0.0092
1942.00,0.0092
1941.00,0.0092
1940.00,0.0093
1939.00,0.0093
1938.00,0.0093
1937.00,0.0093
1936.00,0.0094
1935.00,0.0094
1934.00,0.0093
1933.00,0.0093
1932.00,0.0093
1931.00,0.0093
1930.00,0.0093
1929.00,0.0094
1928.00,0.0095
1927.00,0.0095
1926.00,0.0095
1925.00,0.0095
1924.00,0.0095
1923.00,0.0094
1922.00,0.0094
1921.00,0.0095
1920.00,0.0096
1919.00,0.0096
1918.00,0.0096
1917.00,0.0097
1916.00,0.0099
1915.00,0.0100
1914.00,0.0100
1913.00,0.0101
1912.00,0.0102
1911.00,0.0102
1910.00,0.0103
1909.00,0.0104
1908.00,0.0105
1907.00,0.0107
1906.00,0.0107
1905.00,0.0109
1904.00,0.0110
1903.00,0.0111
1902.00,0.0112
1901.00,0.0113
1900.00,0.0115
1899.00,0.0116
1898.00,0.0117
1897.00,0.0118
1896.00,0.0120
1895.00,0.0122
1894.00,0.0123
1893.00,0.0125
1892.00,0.0126
1891.00,0.0127
1890.00,0.0128
1889.00,0.0129
1888.00,0.0130
1887.00,0.0131
1886.00,0.0131
1885.00,0.0131
1884.00,0.0132
1883.00,0.0132
1882.00,0.0132
1881.00,0.0132
1880.00,0.0132
1879.00,0.0131
1878.00,0.0130
1877.00,0.0130
1876.00,0.0129
1875.00,0.0129
1874.00,0.0128
1873.00,0.0127
1872.00,0.0126
1871.00,0.0125
1870.00,0.0123
1869.00,0.0122
1868.00,0.0122
1867.00,0.0121
1866.00,0.0120
1865.00,0.0120
1864.00,0.0119
1863.00,0.0118
1862.00,0.0116
1861.00,0.0115
1860.00,0.0114
1859.00,0.0113
1858.00,0.0112
1857.00,0.0111
1856.00,0.0110
1855.00,0.0109
1854.00,0.0108
1853.00,0.0108
1852.00,0.0107
1851.00,0.0106
1850.00,0.0105
1849.00,0.0104
1848.00,0.0103
1847.00,0.0102
1846.00,0.0100
1845.00,0.0099
1844.00,0.0099
1843.00,0.0099
1842.00,0.0099
1841.00,0.0100
1840.00,0.0100
1839.00,0.0101
1838.00,0.0100
1837.00,0.0100
1836.00,0.0100
1835.00,0.0100
1834.00,0.0100
1833.00,0.0100
1832.00,0.0100
1831.00,0.0100
1830.00,0.0100
1829.00,0.0099
1828.00,0.0100
1827.00,0.0100
1826.00,0.0099
1825.00,0.0099
1824.00,0.0100
1823.00,0.0101
1822.00,0.0101
1821.00,0.0101
1820.00,0.0102
1819.00,0.0102
1818.00,0.0101
1817.00,0.0102
1816.00,0.0103
1815.00,0.0104
1814.00,0.0104
1813.00,0.0105
1812.00,0.0107
1811.00,0.0108
1810.00,0.0109
1809.00,0.0111
1808.00,0.0114
1807.00,0.0117
1806.00,0.0120
1805.00,0.0124
1804.00,0.0130
1803.00,0.0135
1802.00,0.0142
1801.00,0.0150
1800.00,0.0157
1799.00,0.0162
1798.00,0.0164
1797.00,0.0165
1796.00,0.0166
1795.00,0.0165
1794.00,0.0163
1793.00,0.0158
1792.00,0.0151
1791.00,0.0144
1790.00,0.0139
1789.00,0.0135
1788.00,0.0131
1787.00,0.0128
1786.00,0.0124
1785.00,0.0122
1784.00,0.0121
1783.00,0.0121
1782.00,0.0121
1781.00,0.0120
1780.00,0.0120
1779.00,0.0120
1778.00,0.0120
1777.00,0.0120
1776.00,0.0120
1775.00,0.0121
1774.00,0.0121
1773.00,0.0122
1772.00,0.0123
1771.00,0.0123
1770.00,0.0123
1769.00,0.0124
1768.00,0.0125
1767.00,0.0128
1766.00,0.0130
1765.00,0.0132
1764.00,0.0134
1763.00,0.0136
1762.00,0.0138
1761.00,0.0140
1760.00,0.0142
1759.00,0.0145
1758.00,0.0148
1757.00,0.0152
1756.00,0.0158
1755.00,0.0163
1754.00,0.0167
1753.00,0.0172
1752.00,0.0179
1751.00,0.0190
1750.00,0.0204
1749.00,0.0222
1748.00,0.0242
1747.00,0.0262
1746.00,0.0282
1745.00,0.0304
1744.00,0.0328
1743.00,0.0350
1742.00,0.0371
1741.00,0.0391
1740.00,0.0409
1739.00,0.0423
1738.00,0.0432
1737.00,0.0438
1736.00,0.0441
1735.00,0.0442
1734.00,0.0442
1733.00,0.0442
1732.00,0.0441
1731.00,0.0437
1730.00,0.0431
1729.00,0.0423
1728.00,0.0414
1727.00,0.0404
1726.00,0.0391
1725.00,0.0378
1724.00,0.0362
1723.00,0.0347
1722.00,0.0333
1721.00,0.0320
1720.00,0.0309
1719.00,0.0294
1718.00,0.0276
1717.00,0.0260
1716.00,0.0249
1715.00,0.0242
1714.00,0.0236
1713.00,0.0231
1712.00,0.0227
1711.00,0.0223
1710.00,0.0219
1709.00,0.0215
1708.00,0.0213
1707.00,0.0209
1706.00,0.0205
1705.00,0.0202
1704.00,0.0200
1703.00,0.0198
1702.00,0.0195
1701.00,0.0193
1700.00,0.0191
1699.00,0.0190
1698.00,0.0188
1697.00,0.0189
1696.00,0.0191
1695.00,0.0192
1694.00,0.0193
1693.00,0.0194
1692.00,0.0196
1691.00,0.0197
1690.00,0.0197
1689.00,0.0198
1688.00,0.0200
1687.00,0.0202
1686.00,0.0203
1685.00,0.0206
1684.00,0.0209
1683.00,0.0211
1682.00,0.0213
1681.00,0.0216
1680.00,0.0219
1679.00,0.0222
1678.00,0.0225
1677.00,0.0227
1676.00,0.0231
1675.00,0.0234
1674.00,0.0237
1673.00,0.0240
1672.00,0.0244
1671.00,0.0247
1670.00,0.0250
1669.00,0.0254
1668.00,0.0259
1667.00,0.0263
1666.00,0.0265
1665.00,0.0269
1664.00,0.0273
1663.00,0.0277
1662.00,0.0281
1661.00,0.0284
1660.00,0.0288
1659.00,0.0291
1658.00,0.0293
1657.00,0.0294
1656.00,0.0296
1655.00,0.0298
1654.00,0.0299
1653.00,0.0302
1652.00,0.0305
1651.00,0.0306
1650.00,0.0307
1649.00,0.0308
1648.00,0.0308
1647.00,0.0308
1646.00,0.0307
1645.00,0.0309
1644.00,0.0311
1643.00,0.0312
1642.00,0.0313
1641.00,0.0314
1640.00,0.0316
1639.00,0.0317
1638.00,0.0318
1637.00,0.0320
1636.00,0.0323
1635.00,0.0324
1634.00,0.0325
1633.00,0.0326
1632.00,0.0327
1631.00,0.0328
1630.00,0.0328
1629.00,0.0329
1628.00,0.0331
1627.00,0.0332
1626.00,0.0334
1625.00,0.0339
1624.00,0.0347
1623.00,0.0358
1622.00,0.0371
1621.00,0.0385
1620.00,0.0401
1619.00,0.0421
1618.00,0.0449
1617.00,0.0492
1616.00,0.0539
1615.00,0.0580
1614.00,0.0614
1613.00,0.0647
1612.00,0.0683
1611.00,0.0717
1610.00,0.0746
1609.00,0.0767
1608.00,0.0781
1607.00,0.0783
1606.00,0.0772
1605.00,0.0752
1604.00,0.0725
1603.00,0.0688
1602.00,0.0647
1601.00,0.0606
1600.00,0.0569
1599.00,0.0536
1598.00,0.0508
1597.00,0.0487
1596.00,0.0470
1595.00,0.0458
1594.00,0.0449
1593.00,0.0442
1592.00,0.0439
1591.00,0.0435
1590.00,0.0433
1589.00,0.0434
1588.00,0.0438
1587.00,0.0446
1586.00,0.0456
1585.00,0.0468
1584.00,0.0479
1583.00,0.0485
1582.00,0.0485
1581.00,0.0479
1580.00,0.0469
1579.00,0.0454
1578.00,0.0435
1577.00,0.0409
1576.00,0.0380
1575.00,0.0357
1574.00,0.0342
1573.00,0.0332
1572.00,0.0324
1571.00,0.0315
1570.00,0.0305
1569.00,0.0297
1568.00,0.0293
1567.00,0.0289
1566.00,0.0287
1565.00,0.0285
1564.00,0.0283
1563.00,0.0282
1562.00,0.0280
1561.00,0.0280
1560.00,0.0282
1559.00,0.0280
1558.00,0.0278
1557.00,0.0279
1556.00,0.0281
1555.00,0.0282
1554.00,0.0284
1553.00,0.0287
1552.00,0.0291
1551.00,0.0294
1550.00,0.0297
1549.00,0.0301
1548.00,0.0306
1547.00,0.0309
1546.00,0.0312
1545.00,0.0316
1544.00,0.0323
1543.00,0.0328
1542.00,0.0333
1541.00,0.0343
1540.00,0.0356
1539.00,0.0364
1538.00,0.0369
1537.00,0.0373
1536.00,0.0378
1535.00,0.0383
1534.00,0.0391
1533.00,0.0402
1532.00,0.0413
1531.00,0.0421
1530.00,0.0429
1529.00,0.0441
1528.00,0.0455
1527.00,0.0471
1526.00,0.0489
1525.00,0.0510
1524.00,0.0534
1523.00,0.0565
1522.00,0.0616
1521.00,0.0688
1520.00,0.0760
1519.00,0.0833
1518.00,0.0939
1517.00,0.1096
1516.00,0.1279
1515.00,0.1452
1514.00,0.1618
1513.00,0.1793
1512.00,0.1965
1511.00,0.2106
1510.00,0.2206
1509.00,0.2265
1508.00,0.2257
1507.00,0.2145
1506.00,0.1996
1505.00,0.1881
1504.00,0.1788
1503.00,0.1700
1502.00,0.1617
1501.00,0.1544
1500.00,0.1486
1499.00,0.1444
1498.00,0.1421
1497.00,0.1416
1496.00,0.1419
1495.00,0.1415
1494.00,0.1406
1493.00,0.1396
1492.00,0.1384
1491.00,0.1372
1490.00,0.1367
1489.00,0.1374
1488.00,0.1389
1487.00,0.1404
1486.00,0.1423
1485.00,0.1445
1484.00,0.1470
1483.00,0.1498
1482.00,0.1531
1481.00,0.1568
1480.00,0.1606
1479.00,0.1640
1478.00,0.1675
1477.00,0.1717
1476.00,0.1761
1475.00,0.1802
1474.00,0.1848
1473.00,0.1908
1472.00,0.1972
1471.00,0.2020
1470.00,0.2056
1469.00,0.2090
1468.00,0.2123
1467.00,0.2160
1466.00,0.2205
1465.00,0.2262
1464.00,0.2318
1463.00,0.2362
1462.00,0.2397
1461.00,0.2431
1460.00,0.2465
1459.00,0.2502
1458.00,0.2555
1457.00,0.2626
1456.00,0.2685
1455.00,0.2717
1454.00,0.2740
1453.00,0.2764
1452.00,0.2789
1451.00,0.2809
1450.00,0.2830
1449.00,0.2856
1448.00,0.2884
1447.00,0.2908
1446.00,0.2927
1445.00,0.2945
1444.00,0.2961
1443.00,0.2975
1442.00,0.2988
1441.00,0.3003
1440.00,0.3015
1439.00,0.3024
1438.00,0.3039
1437.00,0.3067
1436.00,0.3098
1435.00,0.3119
1434.00,0.3134
1433.00,0.3151
1432.00,0.3169
1431.00,0.3187
1430.00,0.3207
1429.00,0.3230
1428.00,0.3249
1427.00,0.3261
1426.00,0.3273
1425.00,0.3291
1424.00,0.3309
1423.00,0.3319
1422.00,0.3324
1421.00,0.3331
1420.00,0.3341
1419.00,0.3351
1418.00,0.3358
1417.00,0.3363
1416.00,0.3359
1415.00,0.3348
1414.00,0.3331
1413.00,0.3311
1412.00,0.3281
1411.00,0.3239
1410.00,0.3189
1409.00,0.3135
1408.00,0.3076
1407.00,0.3010
1406.00,0.2941
1405.00,0.2872
1404.00,0.2807
1403.00,0.2749
1402.00,0.2702
1401.00,0.2661
1400.00,0.2619
1399.00,0.2576
1398.00,0.2533
1397.00,0.2490
1396.00,0.2441
1395.00,0.2384
1394.00,0.2329
1393.00,0.2278
1392.00,0.2232
1391.00,0.2188
1390.00,0.2150
1389.00,0.2117
1388.00,0.2092
1387.00,0.2076
1386.00,0.2069
1385.00,0.2065
1384.00,0.2058
1383.00,0.2044
1382.00,0.2022
1381.00,0.1991
1380.00,0.1953
1379.00,0.1911
1378.00,0.1870
1377.00,0.1833
1376.00,0.1797
1375.00,0.1763
1374.00,0.1732
1373.00,0.1706
1372.00,0.1683
1371.00,0.1662
1370.00,0.1644
1369.00,0.1628
1368.00,0.1615
1367.00,0.1607
1366.00,0.1605
1365.00,0.1609
1364.00,0.1619
1363.00,0.1630
1362.00,0.1632
1361.00,0.1616
1360.00,0.1579
1359.00,0.1528
1358.00,0.1471
1357.00,0.1416
1356.00,0.1365
1355.00,0.1322
1354.00,0.1288
1353.00,0.1261
1352.00,0.1237
1351.00,0.1215
1350.00,0.1197
1349.00,0.1181
1348.00,0.1166
1347.00,0.1152
1346.00,0.1139
1345.00,0.1128
1344.00,0.1116
1343.00,0.1105
1342.00,0.1094
1341.00,0.1084
1340.00,0.1073
1339.00,0.1063
1338.00,0.1055
1337.00,0.1047
1336.00,0.1039
1335.00,0.1030
1334.00,0.1022
1333.00,0.1013
1332.00,0.1004
1331.00,0.0995
1330.00,0.0986
1329.00,0.0978
1328.00,0.0970
1327.00,0.0962
1326.00,0.0955
1325.00,0.0949
1324.00,0.0942
1323.00,0.0937
1322.00,0.0934
1321.00,0.0932
1320.00,0.0932
1319.00,0.0935
1318.00,0.0941
1317.00,0.0951
1316.00,0.0964
1315.00,0.0980
1314.00,0.1000
1313.00,0.1021
1312.00,0.1043
1311.00,0.1063
1310.00,0.1082
1309.00,0.1100
1308.00,0.1118
1307.00,0.1137
1306.00,0.1158
1305.00,0.1180
1304.00,0.1202
1303.00,0.1225
1302.00,0.1247
1301.00,0.1267
1300.00,0.1285
1299.00,0.1299
1298.00,0.1311
1297.00,0.1320
1296.00,0.1325
1295.00,0.1326
1294.00,0.1324
1293.00,0.1320
1292.00,0.1312
1291.00,0.1301
1290.00,0.1288
1289.00,0.1271
1288.00,0.1251
1287.00,0.1226
1286.00,0.1200
1285.00,0.1172
1284.00,0.1143
1283.00,0.1115
1282.00,0.1090
1281.00,0.1069
1280.00,0.1052
1279.00,0.1038
1278.00,0.1028
1277.00,0.1021
1276.00,0.1018
1275.00,0.1016
1274.00,0.1018
1273.00,0.1022
1272.00,0.1028
1271.00,0.1037
1270.00,0.1050
1269.00,0.1067
1268.00,0.1087
1267.00,0.1112
1266.00,0.1142
1265.00,0.1179
1264.00,0.1223
1263.00,0.1274
1262.00,0.1335
1261.00,0.1406
1260.00,0.1487
1259.00,0.1577
1258.00,0.1675
1257.00,0.1781
1256.00,0.1891
1255.00,0.2005
1254.00,0.2118
1253.00,0.2229
1252.00,0.2335
1251.00,0.2434
1250.00,0.2524
1249.00,0.2602
1248.00,0.2667
1247.00,0.2717
1246.00,0.2754
1245.00,0.2780
1244.00,0.2795
1243.00,0.2801
1242.00,0.2800
1241.00,0.2795
1240.00,0.2785
1239.00,0.2772
1238.00,0.2756
1237.00,0.2739
1236.00,0.2720
1235.00,0.2697
1234.00,0.2672
1233.00,0.2644
1232.00,0.2614
1231.00,0.2580
1230.00,0.2544
1229.00,0.2506
1228.00,0.2466
1227.00,0.2424
1226.00,0.2380
1225.00,0.2336
1224.00,0.2292
1223.00,0.2248
1222.00,0.2205
1221.00,0.2162
1220.00,0.2121
1219.00,0.2080
1218.00,0.2040
1217.00,0.2000
1216.00,0.1961
1215.00,0.1922
