Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,14/09/2018,Contract Besp SW Dev,Information Management Services,MERCATOR IT SOLUTIONS LTD,5100042236,"58,973.75",Contractor Bespoke Software Development,TN6 2TT,,,,
HMRC,HMRC,14/09/2018,Contin Labor Build,Digital,MERCATOR IT SOLUTIONS LTD,5100042237,"193,865.00",Contractor software development,TN6 2TT,,,,
HMRC,HMRC,14/09/2018,Contin Labor Build,Digital,MERCATOR IT SOLUTIONS LTD,5100042238,"140,987.50",Contractor software development,TN6 2TT,,,,
HMRC,HMRC,14/09/2018,Rent,Estates,MUNROE K,5100042252,"2,429.35",Quarterly Rent for Leeds Munroe Court (24/10/18 - 24/12/18),WC2E 9DH,,,,
HMRC,HMRC,14/09/2018,Landlord Charges,Estates,MUNROE K,5100042252,"33,214.75",Quarterly Landlord's Service Charge for Leeds Munroe Court (24/10/18 - 24/12/18),WC2E 9DH,,,,
HMRC,HMRC,14/09/2018,Rent,Estates,MUNROE K,5100042252,"107,995.95",Quarterly Rent for Leeds Munroe Court (24/10/18 - 24/12/18),WC2E 9DH,,,,
HMRC,HMRC,14/09/2018,Hardware maintenance,Information Management Services,FUJITSU SERVICES LTD,5100042305,"463,806.28",Hardware maintenance,W1U 3BW,,,,
HMRC,HMRC,14/09/2018,Crown Sol's Off NI,Debt Management,CROWN SOLICITORS OFFICE,5100042348,"-8,674.20",High Court Costs,BT1 3JY,,,,
HMRC,HMRC,14/09/2018,Crown Sol's Off NI,Debt Management,CROWN SOLICITORS OFFICE,5100042348,52045.2,High Court Costs,BT1 3JY,,,,
HMRC,HMRC,14/09/2018,Oil,Estates,MAPELEY STEPS CONTRACTOR LTD,5100042450,"3,589.02",Monthly oil payment covering various buildings (September 2018),WD17 1HN,,,,
HMRC,HMRC,14/09/2018,Water,Estates,MAPELEY STEPS CONTRACTOR LTD,5100042450,"13,595.17",Monthly water payment covering various buildings (September 2018),WD17 1HN,,,,
HMRC,HMRC,14/09/2018,Gas,Estates,MAPELEY STEPS CONTRACTOR LTD,5100042450,"18,446.28",Monthly gas payment covering various buildings (September 2018),WD17 1HN,,,,
HMRC,HMRC,14/09/2018,Oil,Estates,MAPELEY STEPS CONTRACTOR LTD,5100042450,"26,319.43",Monthly oil payment covering various buildings (September 2018),WD17 1HN,,,,
HMRC,HMRC,14/09/2018,Water,Estates,MAPELEY STEPS CONTRACTOR LTD,5100042450,"99,697.91",Monthly water payment covering various buildings (September 2018),WD17 1HN,,,,
HMRC,HMRC,14/09/2018,Gas,Estates,MAPELEY STEPS CONTRACTOR LTD,5100042450,"135,272.69",Monthly gas payment covering various buildings (September 2018),WD17 1HN,,,,
HMRC,HMRC,14/09/2018,Electricity,Estates,MAPELEY STEPS CONTRACTOR LTD,5100042450,176934.88,Monthly electricity payment covering various buildings (September 2018),WD17 1HN,,,,
HMRC,HMRC,14/09/2018,Electricity,Estates,MAPELEY STEPS CONTRACTOR LTD,5100042450,"1,297,522.44",Monthly electricity payment covering various buildings (September 2018),WD17 1HN,,,,
HMRC,HMRC,17/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900251987,198.65,Amazon Web Services Hosting Jul-18,98109-5210,,,,
HMRC,HMRC,17/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900251987,208.63,Amazon Web Services T&R Hosting Jul-18,98109-5210,,,,
HMRC,HMRC,17/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900251987,532.67,System Maintenance,98109-5210,,,,
HMRC,HMRC,17/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900251987,"1,231.01",System Maintenance,98109-5210,,,,
HMRC,HMRC,17/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900251987,2514.57,Amazon Web services cloud hosting charges,98109-5210,,,,
HMRC,HMRC,17/09/2018,System Maintenance,CDIO Transformation Programmes,AMAZON WEB SERVICES,1900251987,"3,805.15",System Maintenance fees,98109-5210,,,,
HMRC,HMRC,17/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900251987,"10,221.43",Amazon Web services cloud hosting charges,98109-5210,,,,
HMRC,HMRC,17/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900251987,11179.68,System Maintenance,98109-5210,,,,
HMRC,HMRC,17/09/2018,System Maintenance,Digital,AMAZON WEB SERVICES,1900251987,"16,091.29",System Maintenance for Cloud Hosting services,98109-5210,,,,
HMRC,HMRC,17/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900251987,"16,204.77",Amazon Web Services CM Hosting Jul-18,98109-5210,,,,
HMRC,HMRC,17/09/2018,System Maintenance,Digital,AMAZON WEB SERVICES,1900251987,"17,260.26",System Maintenance for Cloud Hosting services,98109-5210,,,,
HMRC,HMRC,17/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900251987,"82,238.79",System Maintenance,98109-5210,,,,
HMRC,HMRC,17/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900251987,"109,931.77",Amazon Web Services - Jul-18  - Cloud DG,98109-5210,,,,
HMRC,HMRC,17/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900251987,"278,925.34",Amazon Web Services Hosting Jul-18,98109-5210,,,,
HMRC,HMRC,17/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900251987,"406,140.13",Cloud Hosting charges,98109-5210,,,,
HMRC,HMRC,17/09/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900251987,928137.26,System Maintenance,98109-5210,,,,
HMRC,HMRC,17/09/2018,Storage (non enfmnt),Estates,IRON MOUNTAIN (UK) LTD,5100039239,"-101,125.39",Archive Services Correction on June 2018 payment,EH54 7DF,,,,
HMRC,HMRC,17/09/2018,Storage (non enfmnt),Estates,IRON MOUNTAIN (UK) LTD,5100039239,"-86,143.85",Archive Services Correction on June 2018 payment,EH54 7DF,,,,
HMRC,HMRC,17/09/2018,Storage (non enfmnt),Estates,IRON MOUNTAIN (UK) LTD,5100039330,"35,819.54",Archive Services (July 2018),EH54 7DF,,,,
HMRC,HMRC,17/09/2018,Storage (non enfmnt),Estates,IRON MOUNTAIN (UK) LTD,5100039330,"42,049.02",Archive Services (July 2018),EH54 7DF,,,,
HMRC,HMRC,17/09/2018,Data output prod,Information Management Services,CAPGEMINI,5100042045,785.72,Shared Technical Services Charges,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Soft Licen Off shelf,Information Management Services,CAPGEMINI,5100042045,802.97,Soft Licen Off shelf,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100042045,"2,348.82",Sys Software Maint,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100042045,"9,721.05",Sys Software Maint,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100042045,"10,941.42",Capgemini CM ASU Application Support Aug-18,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Data output prod,Information Management Services,CAPGEMINI,5100042045,"13,054.76",Shared Technical Services Charges,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100042045,"24,898.73",TCPP Disaster recovery,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100042045,30481.72,CAP ASU Service Management charge,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100042045,"43,014.79",Sys Software Maint,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100042045,"106,418.40",Capgemini Support Charges Aug-18,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100042045,"125,811.10",System Maintenance fees,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100042045,"165,276.63",Capgemini Service Management Charges Aug-18,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Database analysis,Information Management Services,CAPGEMINI,5100042045,222805.9,Capgemini S12 Charges Aug-18,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100042045,"325,119.01",Sys Software Maint,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100042045,"455,854.98",CAP Service Management charges,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100042045,"790,674.22",Capgemini ASU Application Support Aug-18,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100042045,"921,391.45",Capgemini ASU Application Support Aug-18,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Sys Software Maint,Information Management Services,CAPGEMINI,5100042045,1464869.58,These are Application Support and Maintenance costs,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,721.2,Fujitsu Aug-18 FAST-DB hosting charges,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100042065,"1,925.80",Cloud Hosting charges,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,2469.78,Data Storage Service,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100042065,2766.9,Fujitsu T&R FAST P Cloud Services  Aug-18,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"4,515.72",Fujitsu T&R S04 Data Ops Aug-18,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100042065,"5,174.18",Fujitsu Aug-18 invoice for FAST-P hosting charges - Cloud DG,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"5,924.25",Data Storage Service,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100042065,"12,160.90",Maintenance fees,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"15,395.03",Fujitsu Aug-18 Solaris 10 Extended Support,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Telephone Support,Information Management Services,FUJITSU SERVICES LTD,5100042065,"29,712.92",Contact Centre Telephony,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"34,951.82",Data Storage Service,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Disaster recovery,Information Management Services,FUJITSU SERVICES LTD,5100042065,"35,402.67",Disaster recovery,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100042065,35432.4,Maintenance fees,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"39,348.56",Data Storage Service,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"39,401.99",Fujitsu Aug-18 FAST-A&S hosting charges,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"53,603.71",Data Storage Service,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100042065,65848,Fujitsu CM FAST A&S Cloud Services Aug-18,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"82,331.78",Data Storage Service,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"101,725.28",Data Storage Service,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"111,800.98",Fujitsu Aug-18 invoice for S04 Data Centre charges,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100042065,125219.69,Fujitsu FAST DB hosting charges,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100042065,"133,714.98",Fujitsu CM FAST P Cloud Services Aug-18,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100042065,"133,882.52",Fujitsu Aug-18 invoice for FAST-P hosting charges,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100042065,135116.06,Fujitsu Aug-18 invoice for FAST-P hosting charges,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100042065,"135,826.38",System Maintenance fees,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100042065,"142,412.11",Maintenance fees,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100042065,"147,330.93",Fujitsu CM S26 Tower and FEAST Aug-18,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100042065,"150,995.12",Fujitsu CM FAST DB Cloud Services Aug-18,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"162,448.53",Fujitsu Aug-18 FAST-DB hosting charges,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Sys Software Maint,Information Management Services,FUJITSU SERVICES LTD,5100042065,"171,485.54",Sys Software Maint,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"180,031.23",Fujitsu CM S04 Data Ops Aug-18,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100042065,191065.61,Fujitsu FAST P hosting charges,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"205,072.93",Fujitsu FAST A & S Hosting charges,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100042065,"258,441.50",Maintenance fees,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100042065,"307,592.90",Fujitsu Aug-18 invoice for Oracle Baseline Shelved Value charges - Cloud DG,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"408,343.20",Data Storage Service,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,418579.33,Fujitsu Aug-18 FAST-A&S hosting charges,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"439,898.43",Fujitsu Aug-18 invoice for S04 Data Centre charges,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Management Agreement,Information Management Services,FUJITSU SERVICES LTD,5100042065,"501,362.07",Management Agreement,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"516,555.14",Data Storage Service,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"564,611.97",Data Storage Service,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100042065,757366.29,Fujitsu FAST DA Aug-18,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"1,040,429.64",Fujitsu Aug-18 invoice for S04 Data Centre charges - Cloud DG,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"1,397,029.04",Fujitsu FAST S04 Hosting charges,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100042065,"1,409,211.82",Data Storage Service,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Contract Besp SW Dev,Information Management Services,EQUAL EXPERTS UK LTD,5100042474,164756.25,Contractor Bespoke Software Development,WC1H 9BB,,,,
HMRC,HMRC,17/09/2018,Contract Besp SW Dev,Information Management Services,EQUAL EXPERTS UK LTD,5100042474,"212,968.75",Contractor Bespoke Software Development,WC1H 9BB,,,,
HMRC,HMRC,17/09/2018,Contract Besp SW Dev,Information Management Services,EQUAL EXPERTS UK LTD,5100042474,"434,062.50",Contractor Bespoke Software Development,WC1H 9BB,,,,
HMRC,HMRC,17/09/2018,Consultancy  PPM,Border Coordination,PA CONSULTING GROUP,5100042475,"93,213.75",Project/Programme Delivery,SW1E 5DN,,,,
HMRC,HMRC,17/09/2018,Consultancy  PPM,Border Coordination,PA CONSULTING GROUP,5100042477,"96,715.00",Project/Programme Delivery,SW1E 5DN,,,,
HMRC,HMRC,17/09/2018,Consultancy  PPM,Border Coordination,PA CONSULTING GROUP,5100042478,"114,645.00",Project/Programme Delivery,SW1E 5DN,,,,
HMRC,HMRC,17/09/2018,Phones - LL Rental,CS Transformation Programmes,KCOM GROUP PLC,5100042479,"95,377.87",Phones - LL Rental,HU1 3RE,,,,
HMRC,HMRC,17/09/2018,Contract Besp SW Dev,Information Management Services,ESYNERGY SOLUTIONS LTD,5100042492,"25,625.00",Contractor Bespoke Software Development,EC3M 3JY,,,,
HMRC,HMRC,17/09/2018,Contract Besp SW Dev,Information Management Services,ESYNERGY SOLUTIONS LTD,5100042492,"152,550.00",Contractor Bespoke Software Development,EC3M 3JY,,,,
HMRC,HMRC,17/09/2018,Sys Software Maint,Information Management Services,ACCENTURE (UK) LTD,5100042496,"511,677.85",This is the Accenture Service Management charge,EC3M 3BD,,,,
HMRC,HMRC,17/09/2018,Disposal Seized Gds,Fraud Investigation Service,SHRED STATION LTD,5100042504,"138,740.59",Haulage Storage & Disposal,NR13 6LH,,,,
HMRC,HMRC,17/09/2018,Storage (non enfmnt),Estates,IRON MOUNTAIN (UK) LTD,5100042506,"68,030.40",Archive Services Destruction Costs April- July 2018 (Permanent Withdrawals Project),EH54 7DF,,,,
HMRC,HMRC,17/09/2018,Storage (non enfmnt),Estates,IRON MOUNTAIN (UK) LTD,5100042506,"79,861.77",Archive Services Destruction Costs April- July 2018 (Permanent Withdrawals Project),EH54 7DF,,,,
HMRC,HMRC,17/09/2018,Nat Pst Del Ser(VAT),Operational Excellence & Output Mgmt,ROYAL MAIL WHOLESALE,5100042527,"2,783,416.56",Monthly Royal Mail charges,EC4Y 0HQ,,,,
HMRC,HMRC,17/09/2018,Govt bank service,Corporate Finance,EXELA TECHNOLOGIES LTD,5100042537,"41,364.77",Govt bank service,TW20 9AB,,,,
HMRC,HMRC,17/09/2018,Temp clerical/admin,Commercial Directorate,BUYINGTEAM LTD t/a Proxima,5100042539,27500,Expenditure relates to the provision of services by the Commercial Delivery Team - 'BuyingTeam Ltd trading as Proxima' during the month of August 2018.,EC2V 6DN,,,,
HMRC,HMRC,17/09/2018,Diesel fuel,Fraud Investigation Service,ALLSTAR BUSINESS SOLUTIONS LTD,5100042547,"47,846.57",Vehicle Fleet Services,SN5 6PS,,,,
HMRC,HMRC,17/09/2018,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN AND COMMONWEALTH OFFICE,5100042583,"35,067.00",Costs for officers stationed abroad,MK10 1PX,,,,
HMRC,HMRC,17/09/2018,Data output prod,Information Management Services,CAPGEMINI,5100043114,"17,265,919.80",Data output prod,TF3 3BD,,,,
HMRC,HMRC,17/09/2018,Data output prod,Information Management Services,FUJITSU SERVICES LTD,5100043137,"353,843.58",Data output prod,W1U 3BW,,,,
HMRC,HMRC,17/09/2018,Data output prod,Information Management Services,ACCENTURE (UK) LTD,5100043156,"3,223,888.49",Data output prod,EC3M 3BD,,,,
HMRC,HMRC,18/09/2018,Contracted Services,CSIR,ALEXANDER MANN SOLUTIONS LTD,1900262618,"2,726.98",Contractor - Security Programme WE: 02092018,EC2N 3AQ,,,,
HMRC,HMRC,18/09/2018,Contracted Services,CSIR,ALEXANDER MANN SOLUTIONS LTD,1900262618,"4,090.46",Contractor -  Security Programme WE: 26082018,EC2N 3AQ,,,,
HMRC,HMRC,18/09/2018,Contracted Services,CSIR,ALEXANDER MANN SOLUTIONS LTD,1900262618,"6,817.44",Contractor - Security Programme WE: 09092018,EC2N 3AQ,,,,
HMRC,HMRC,18/09/2018,Contracted Services,CSIR,ALEXANDER MANN SOLUTIONS LTD,1900262618,"6,817.44",Contractor - Security Programme WE: 12082018,EC2N 3AQ,,,,
HMRC,HMRC,18/09/2018,Contracted Services,CSIR,ALEXANDER MANN SOLUTIONS LTD,1900262618,"6,817.44",Contractor - Security Programme WE: 19082018,EC2N 3AQ,,,,
HMRC,HMRC,18/09/2018,Data input or prep,Information Management Services,EDM GROUP LTD,5100042626,"117,620.50",EDM Scanning and Data Input Aug-18,EC4N 1SP,,,,
HMRC,HMRC,18/09/2018,IT Contractors CDIO,Information Management Services,FINYX CONSULTING LTD,5100042637,"30,529.20",IT Contractor - Output Project,YO10 5DG,,,,
HMRC,HMRC,18/09/2018,Samplng & Analytical,Fraud Investigation Service,ADLER AND ALLAN LTD,5100042655,"58,277.58",Samplng & Analytical,HG1 1HQ,,,,
HMRC,HMRC,18/09/2018,Data input or prep,Information Management Services,EDM GROUP LTD,5100042668,"130,600.70",EDM Scanning and Data Input Aug-18,EC4N 1SP,,,,
HMRC,HMRC,18/09/2018,Gov Bank Serv Charge,Corporate Finance,POST OFFICE LTD,5100043105,"296,195.08",Gov Bank Serv Charge,PE4 5PG,,,,
HMRC,HMRC,18/09/2018,Contingent Labr-Mang,Information Management Services,CAPITA BUSINESS SERVICES LTD,5100043122,"32,036.49",Contingent Labr-Mang,DL1 9HN,,,,
HMRC,HMRC,18/09/2018,Rent,Estates,CUSHMAN & WAKEFIELD LLP,5100043128,5753.15,Quarterly Rent for Bradford The Interchange (29/09/18 - 24/12/18),G2 2ND,,,,
HMRC,HMRC,18/09/2018,Rent,Estates,CUSHMAN & WAKEFIELD LLP,5100043128,"207,326.35",Quarterly Rent for Bradford The Interchange (29/09/18 - 24/12/18),G2 2ND,,,,
HMRC,HMRC,18/09/2018,Haulage Seized Goods,Individuals & Small Business Compliance,KUEHNE & NAGEL LTD,5100043133,"409,733.00",Haulage Seized Goods,UB11 1FG,,,,
HMRC,HMRC,18/09/2018,OHS,HR,DURADIMOND HEALTHCARE LTD,5100043182,"157,811.92",OHS,TN22 1QL,,,,
HMRC,HMRC,18/09/2018,Govt dept services,CS Transformation Programmes,NATIONAL SAVINGS & INVESTMENTS,5100043222,"2,490,759.21",Govt dept services,SW1V 2QX,,,,
HMRC,HMRC,19/09/2018,IT Delivery Charges,Information Management Services,EOL IT SERVICES LTD,5100042607,"52,458.14",IT Delivery Charges,CM9 4LQ,,,,
HMRC,HMRC,19/09/2018,Soft FM Services,Estates,COMPASS GROUP (UK) LTD,5100043224,"86,280.32",Facilities Management - Soft FM costs for the Croydon Ruskin Square (August 2018),B45 9PZ,,,,
HMRC,HMRC,19/09/2018,Research (VAT rec),Centre for Data Exploitation,NATIONAL CENTRE FOR SOCIAL RESEARCH,5100043270,"31,945.00",Research Services,EC1V 0AX,,,,
HMRC,HMRC,19/09/2018,Maintenance fees,Information Management Services,KCOM GROUP PLC,5100043284,"94,252.00",System Maintenance fees,HU1 3RE,,,,
HMRC,HMRC,19/09/2018,Computer Equipment a,Information Management Services,RCDTS LTD,5100043331,"4,737,205.59",Computer Equipment a,SW1A 2BQ,,,,
HMRC,HMRC,19/09/2018,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN AND COMMONWEALTH OFFICE,5100043369,"28,143.80",Costs for officers stationed abroad,MK10 1PX,,,,
HMRC,HMRC,19/09/2018,Chairs,CFO Transformation Programmes,SENATOR INTERNATIONAL LTD,5100043429,"50,397.78",Purchase of furniture for London 100 Parliament Street (August 2018),BB5 5YE,,,,
HMRC,HMRC,19/09/2018,Research (VAT rec),Centre for Data Exploitation,KANTAR UK LTD,5100043436,"64,304.00",Research Services,W5 1UA,,,,
HMRC,HMRC,20/09/2018,Samplng & Analytical,Fraud Investigation Service,IMA LTD,5100043515,"41,468.00",Samplng & Analytical,LS20 8BH,,,,
HMRC,HMRC,20/09/2018,Hard FM Services,Estates,G4S INTEGRATED SERVICES (UK) LTD,5100043527,"37,537.08",Facilities Management - Hard FM costs at Salford Trinity Bridge House (August 2018),S81 7QF,,,,
HMRC,HMRC,20/09/2018,Hard FM Services,Estates,G4S INTEGRATED SERVICES (UK) LTD,5100043527,45878.65,Facilities Management - Hard FM costs at Salford Trinity Bridge House (August 2018),S81 7QF,,,,
HMRC,HMRC,20/09/2018,Hard FM Services,Estates,G4S INTEGRATED SERVICES (UK) LTD,5100043542,"3,470.31",Facilities Management - Hard FM costs at Glasgow Cotton House Glasgow (August 2018),S81 7QF,,,,
HMRC,HMRC,20/09/2018,Hard FM Services,Estates,G4S INTEGRATED SERVICES (UK) LTD,5100043542,"23,224.37",Facilities Management - Hard FM costs at Glasgow Cotton House Glasgow (August 2018),S81 7QF,,,,
HMRC,HMRC,20/09/2018,Hard FM Services,Estates,G4S INTEGRATED SERVICES (UK) LTD,5100043544,"8,415.17",Facilities Management - Hard FM costs for Edinburgh Elgin House (August 2018),S81 7QF,,,,
HMRC,HMRC,20/09/2018,Hard FM Services,Estates,G4S INTEGRATED SERVICES (UK) LTD,5100043544,"14,328.54",Facilities Management - Hard FM costs for Edinburgh Elgin House (August 2018),S81 7QF,,,,
HMRC,HMRC,20/09/2018,Soft Licen Off shelf,Information Management Services,CAPITA BUSINESS SERVICES LTD,5100043623,"100,837.80",BCS SFIA Plus Role Model System,DL1 9HN,,,,
HMRC,HMRC,20/09/2018,Translation services,Fraud Investigation Service,K INTERNATIONAL PLC,5100043670,"26,792.80",Translation,MK5 8PL,,,,
HMRC,HMRC,20/09/2018,WAN maint or supp,Information Management Services,HIGHSPEED OFFICE LTD,5100043671,592192.75,WAN Maintenance & Support,E1 8HQ,,,,
HMRC,HMRC,20/09/2018,Mail and Fulfilment,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,5100043692,"28,769.53",Monthly Output Management bulk charges ,NE12 8EW,,,,
HMRC,HMRC,21/09/2018,Contin Labor Build,Digital,ORANGE BUS LTD,5100043724,"77,907.50",Contractor software development,NE136DS,,,,
HMRC,HMRC,21/09/2018,Contin Labor Build,Digital,ORANGE BUS LTD,5100043726,"49,400.68",Contractor software development,NE136DS,,,,
HMRC,HMRC,21/09/2018,Contin Labor Build,Digital,ORANGE BUS LTD,5100043726,"67,999.32",Contractor software development,NE136DS,,,,
