Contract Number,Date,Department family,Description,Entity,Expenditure Type,Expense area,Expense type,Project Code,Supplier,Supplier Postcode,Supplier Type,Transaction number,Amount
,21/09/2018,HMRC,Monthly Royal Mail charges,HMRC,,Operational Excellence & Output Mgmt,Nat Pst Del Ser(VAT),,DEPARTMENT FOR WORK & PENSIONS,FY5 3TA,,5100043768,39219.01
,21/09/2018,HMRC,Monthly Royal Mail charges,HMRC,,Operational Excellence & Output Mgmt,Nat Pst Del Ser(VAT),,DEPARTMENT FOR WORK & PENSIONS,FY5 3TA,,5100043771,104385.43
,21/09/2018,HMRC,Contractor software development,HMRC,,Digital,Contin Labor Build,,OPENCAST SOFTWARE EUROPE LTD,NE6 2HL,,5100043774,159340.8
,21/09/2018,HMRC,Research Services,HMRC,,Centre for Data Exploitation,Research (VAT rec),,IFF RESEARCH LTD,N1 6DD,,5100043805,29000
,21/09/2018,HMRC,Desktop Managed Serv,HMRC,,Information Management Services,Desktop Managed Serv,,FUJITSU SERVICES LTD,W1U 3BW,,5100043830,120762.31
,21/09/2018,HMRC,Desktop Managed Serv,HMRC,,Information Management Services,Desktop Managed Serv,,FUJITSU SERVICES LTD,W1U 3BW,,5100043831,23523.57
,24/09/2018,HMRC,Media Monitoring,HMRC,,Corporate Communications,Media Monitoring,,NLA MEDIA ACCESS LTD,TN1 1HJ,,5100044351,81644.2
,24/09/2018,HMRC,Desktop Managed Serv,HMRC,,Information Management Services,Desktop Managed Serv,,HP Inc,RG12 IHN,,5100044378,28896.48
,24/09/2018,HMRC,Desktop Managed Serv,HMRC,,Information Management Services,Desktop Managed Serv,,HP Inc,RG12 IHN,,5100044379,76416.67
,24/09/2018,HMRC,Desktop Managed Serv,HMRC,,Information Management Services,Desktop Managed Serv,,HP Inc,RG12 IHN,,5100044383,92436.47
,24/09/2018,HMRC,Customs Declaration Service - Specialist Support,HMRC,,Customs Transformation,Contract Besp SW Dev,,TECKNUOVO LTD,N1 7GU,,5100044397,150000
,24/09/2018,HMRC,Subscription Software Licence,HMRC,,Information Management Services,Soft Licen Off shelf,,SOFTWARE BOX LTD,YO61 1ET,,5100044413,699538.52
,24/09/2018,HMRC,Research Services,HMRC,,Centre for Data Exploitation,Research (VAT rec),,IFF RESEARCH LTD,N1 6DD,,5100044415,58955
,24/09/2018,HMRC,Monthly Output Management bulk charges,HMRC,,Operational Excellence & Output Mgmt,Mail and Fulfilment,,COMMUNISIS UK LTD,NE12 8EW,,5100044484,39949.33
,24/09/2018,HMRC,Monthly Output Management bulk charges,HMRC,,Operational Excellence & Output Mgmt,Mail and Fulfilment,,COMMUNISIS UK LTD,NE12 8EW,,5100044487,671350.46
,24/09/2018,HMRC,Desktop Managed Serv,HMRC,,Information Management Services,Desktop Managed Serv,,HP Inc,RG12 IHN,,5100044501,25995.95
,24/09/2018,HMRC,Desktop Managed Serv,HMRC,,Information Management Services,Desktop Managed Serv,,HP Inc,RG12 IHN,,5100044502,59022.35
,24/09/2018,HMRC,Desktop Managed Serv,HMRC,,Information Management Services,Desktop Managed Serv,,HP Inc,RG12 IHN,,5100044503,90569.75
,24/09/2018,HMRC,Desktop Managed Serv,HMRC,,Information Management Services,Desktop Managed Serv,,HP Inc,RG12 IHN,,5100044504,66191.82
,24/09/2018,HMRC,Desktop Managed Serv,HMRC,,Information Management Services,Desktop Managed Serv,,HP Inc,RG12 IHN,,5100044506,51991.9
,24/09/2018,HMRC,Purchase of furniture for London 100 Parliament Street (July 2018),HMRC,,CFO Transformation Programmes,Desks,,TRIUMPH FURNITURE LTD,CF48  1YH,,5100044509,2422.39
,24/09/2018,HMRC,Purchase of furniture for London 100 Parliament Street (September 2018),HMRC,,CFO Transformation Programmes,Desks,,TRIUMPH FURNITURE LTD,CF48  1YH,,5100044509,73191.93
,25/09/2018,HMRC,Professional Fees and Subscriptions,HMRC,,Customs & Indirect Tax Policy,Professional Fees and Subscriptions,,WORLD CUSTOMS ORGANISATION,.,,1900273622,523561.13
,25/09/2018,HMRC,Amazon Web Services Hosting Aug-18,HMRC,,Information Management Services,System Maintenance,,AMAZON WEB SERVICES,98109-5210,,1900273631,195.01
,25/09/2018,HMRC,Amazon Web Services T&R Hosting Aug-18,HMRC,,Information Management Services,System Maintenance,,AMAZON WEB SERVICES,98109-5210,,1900273631,256.44
,25/09/2018,HMRC,System Maintenance,HMRC,,Information Management Services,System Maintenance,,AMAZON WEB SERVICES,98109-5210,,1900273631,539.01
,25/09/2018,HMRC,System Maintenance,HMRC,,Information Management Services,System Maintenance,,AMAZON WEB SERVICES,98109-5210,,1900273631,1175.24
,25/09/2018,HMRC,Amazon Web services cloud hosting charges,HMRC,,Information Management Services,System Maintenance,,AMAZON WEB SERVICES,98109-5210,,1900273631,2199.95
,25/09/2018,HMRC,System Maintenance fees,HMRC,,CDIO Transformation Programmes,System Maintenance,,AMAZON WEB SERVICES,98109-5210,,1900273631,4099.7
,25/09/2018,HMRC,Amazon Web services cloud hosting charges,HMRC,,Information Management Services,System Maintenance,,AMAZON WEB SERVICES,98109-5210,,1900273631,10247.59
,25/09/2018,HMRC,System Maintenance,HMRC,,Information Management Services,System Maintenance,,AMAZON WEB SERVICES,98109-5210,,1900273631,10644.88
,25/09/2018,HMRC,Amazon Web Services CM Hosting Aug-18,HMRC,,Information Management Services,System Maintenance,,AMAZON WEB SERVICES,98109-5210,,1900273631,15547.29
,25/09/2018,HMRC,System Maintenance for Cloud Hosting services,HMRC,,Digital,System Maintenance,,AMAZON WEB SERVICES,98109-5210,,1900273631,19232.79
,25/09/2018,HMRC,System Maintenance for Cloud Hosting services,HMRC,,Digital,System Maintenance,,AMAZON WEB SERVICES,98109-5210,,1900273631,33930.66
,25/09/2018,HMRC,System Maintenance,HMRC,,Information Management Services,System Maintenance,,AMAZON WEB SERVICES,98109-5210,,1900273631,84331.17
,25/09/2018,HMRC,Amazon Web Services - Aug-18  - Cloud DG,HMRC,,Information Management Services,System Maintenance,,AMAZON WEB SERVICES,98109-5210,,1900273631,99834.97
,25/09/2018,HMRC,Amazon Web Services Hosting Aug-18,HMRC,,Information Management Services,System Maintenance,,AMAZON WEB SERVICES,98109-5210,,1900273631,160059.78
,25/09/2018,HMRC,System Maintenance,HMRC,,Information Management Services,System Maintenance,,AMAZON WEB SERVICES,98109-5210,,1900273631,276279.84
,25/09/2018,HMRC,Cloud Hosting charges,HMRC,,Information Management Services,System Maintenance,,AMAZON WEB SERVICES,98109-5210,,1900273631,343529.58
,25/09/2018,HMRC,Desktop Managed Service - Surface Pro Rollout,HMRC,,Information Management Services,Desktop Managed Serv,,FUJITSU SERVICES LTD,W1U 3BW,,5100044518,82610
,25/09/2018,HMRC,Desktop Managed Service - Surface Pro Rollout,HMRC,,Information Management Services,Desktop Managed Serv,,FUJITSU SERVICES LTD,W1U 3BW,,5100044519,408030
,25/09/2018,HMRC,Desktop Managed Service - Switch Refresh,HMRC,,Information Management Services,Desktop Managed Serv,,FUJITSU SERVICES LTD,W1U 3BW,,5100044520,135246
,25/09/2018,HMRC,Desktop Managed Service - Surface Pro Rollout,HMRC,,Information Management Services,Desktop Managed Serv,,FUJITSU SERVICES LTD,W1U 3BW,,5100044521,67320
,25/09/2018,HMRC,Government Gateway Core Services,HMRC,,Information Management Services,Proprietry sys maint,,ATOS IT SERVICES UK LTD,WV10 6UH,,5100044527,173885.88
,25/09/2018,HMRC,Facilities Management - Hard FM costs at London Jubilee House (August 2018),HMRC,,Estates,Hard FM Services,,ENGIE BUILDINGS LTD,NE12 8EX,,5100044571,39403.64
,25/09/2018,HMRC,Government Gateway Development Services,HMRC,,Information Management Services,Proprietry sys maint,,ATOS IT SERVICES UK LTD,WV10 6UH,,5100044582,216729.45
,25/09/2018,HMRC,Government Gateway Hosting Services,HMRC,,Information Management Services,Proprietry sys maint,,ATOS IT SERVICES UK LTD,WV10 6UH,,5100044587,164266.11
,25/09/2018,HMRC,Contingency Labour Run,HMRC,,Information Management Services,Contract Besp SW Dev,,PEOPLE SOURCE CONSULTING,BS1 6BA,,5100044607,1310987.5
,25/09/2018,HMRC,Desktop Managed Serv,HMRC,,Information Management Services,Desktop Managed Serv,,HP Inc,RG12 IHN,,5100044612,105831.39
,25/09/2018,HMRC,Government Gateway Core Services,HMRC,,Information Management Services,Proprietry sys maint,,ATOS IT SERVICES UK LTD,WV10 6UH,,5100044625,223232.62
,25/09/2018,HMRC,Employee education,HMRC,,HR,Employee education,,CSL - KPMG LLP,E14 5GL,,5100044636,58145.43
,25/09/2018,HMRC,Marketing Promotion,HMRC,,CS Transformation Programmes,Marketing Promotion,,ADAMANDEVE DDB,W2 6AA,,5100044637,26664
,25/09/2018,HMRC,Courier Services,HMRC,,Estates,Next Day Del. Closed,,TNT UK LTD,BL0 9AR,,5100044639,270809.49
,25/09/2018,HMRC,Monthly charge for fully serviced accommodation at London 100 Parliament Street (September 2018),HMRC,,Estates,100 PS Service Charg,,EXCHEQUER PARTNERSHIP No2 PLC,M1 4HB,,5100044665,88215.37
,25/09/2018,HMRC,Monthly charge for fully serviced accommodation at London 100 Parliament Street (September 2018),HMRC,,Estates,100 PS Service Charg,,EXCHEQUER PARTNERSHIP No2 PLC,M1 4HB,,5100044665,2117168.77
,25/09/2018,HMRC,Charges for accommodation provided under the Newcastle Private Finance Initiative contract (August 2018),HMRC,,Estates,Oth PFI unitary chrg,,NEWCASTLE ESTATE PARTNERSHIP,BS1 4DJ,,5100044666,1709694.22
,25/09/2018,HMRC,Charges for accommodation provided under the Newcastle Private Finance Initiative contract (August 2018),HMRC,,Estates,Oth PFI unitary chrg,,NEWCASTLE ESTATE PARTNERSHIP,BS1 4DJ,,5100044666,1709694.23
,25/09/2018,HMRC,Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract (September 2018),HMRC,,Estates,STEPS FUP,,MAPELEY STEPS CONTRACTOR LTD,WD17 1HN,,5100044669,3134593.37
,25/09/2018,HMRC,Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract (September 2018),HMRC,,Estates,STEPS FUP,,MAPELEY STEPS CONTRACTOR LTD,WD17 1HN,,5100044669,9926212.32
,25/09/2018,HMRC,Monthly charge Correction for Newton Abbot Sherborne House and CFO Rayleigh (September 2018),HMRC,,Estates,STEPS FUP,,MAPELEY STEPS CONTRACTOR LTD,WD17 1HN,,5100044670,8988.14
,25/09/2018,HMRC,Monthly charge Correction for Newton Abbot Sherborne House and CFO Rayleigh (September 2018),HMRC,,Estates,STEPS FUP,,MAPELEY STEPS CONTRACTOR LTD,WD17 1HN,,5100044670,28462.46
,26/09/2018,HMRC,Ombudsman services,HMRC,,HR,Ombudsman services,,ACCENTURE (UK) LTD,EC3M 3BD,,5100044596,66100
,26/09/2018,HMRC,Ombudsman services,HMRC,,HR,Ombudsman services,,ACCENTURE (UK) LTD,EC3M 3BD,,5100044599,58391
,26/09/2018,HMRC,Research Services,HMRC,,Centre for Data Exploitation,Research (VAT rec),,IFF RESEARCH LTD,N1 6DD,,5100044685,25868
,26/09/2018,HMRC,Research Services,HMRC,,Centre for Data Exploitation,Research (VAT rec),,IFF RESEARCH LTD,N1 6DD,,5100044691,34500
,26/09/2018,HMRC,EDM Change work,HMRC,,Information Management Services,Data input or prep,,EDM GROUP LTD,EC4N 1SP,,5100044694,1579.5
,26/09/2018,HMRC,EDM Change work,HMRC,,Information Management Services,Consultancy  IT,,EDM GROUP LTD,EC4N 1SP,,5100044694,22273.5
,26/09/2018,HMRC,Government Gateway Print and PIN Services,HMRC,,Information Management Services,Proprietry sys maint,,ATOS IT SERVICES UK LTD,WV10 6UH,,5100044707,67773.4
,26/09/2018,HMRC,These are recharges to DWP for Hosting the Child Benefit system,HMRC,,Information Management Services,Proprietry sys maint,,Department for Work and Pensions,FY5 3TA,,5100044711,62210.72
,26/09/2018,HMRC,Government Gateway Changes,HMRC,,Information Management Services,Proprietry sys maint,,ATOS IT SERVICES UK LTD,WV10 6UH,,5100044792,51013.2
,26/09/2018,HMRC,Employee education,HMRC,,Fraud Investigation Service,Employee education,,CSL - KORN FERRY HAY GROUP,SW1Y 6QB,,5100044794,28915
,26/09/2018,HMRC,Customs Declaration Management Service Support,HMRC,,Customs Transformation,Maintenance fees,,SPECIALIST COMPUTER CTR,B11 2LE,,5100044797,46282
,26/09/2018,HMRC,OHS,HMRC,,HR,OHS,,HEALTH MANAGEMENT LTD,BN8 5NN,,5100044827,22384.03
,26/09/2018,HMRC,Marketing Promotion,HMRC,,Corporate Communications,Marketing Promotion,,CARAT,NW1 3BF,,5100044839,17408.88
,26/09/2018,HMRC,Marketing Promotion,HMRC,,Corporate Communications,Marketing Promotion,,CARAT,NW1 3BF,,5100044839,87125.32
,26/09/2018,HMRC,Network Voice Serv,HMRC,,Information Management Services,Network Voice Serv,,VODAFONE LTD,RG14 5FF,,5100044841,-659.17
,26/09/2018,HMRC,Network Voice Serv,HMRC,,Information Management Services,Network Voice Serv,,VODAFONE LTD,RG14 5FF,,5100044841,85111.07
,26/09/2018,HMRC,Data Purchases,HMRC,,Benefits & Credits Delivery,Data Purchases,,IFF RESEARCH LTD,N1 6DD,,5100044876,25845.6
,27/09/2018,HMRC,Desktop Managed Service - W10 1703 Deployment,HMRC,,Information Management Services,Desktop Managed Serv,,FUJITSU SERVICES LTD,W1U 3BW,,5100044773,93206.53
,27/09/2018,HMRC,Desktop Managed Service - Anti Virus Ph3 Rollout,HMRC,,Information Management Services,Desktop Managed Serv,,FUJITSU SERVICES LTD,W1U 3BW,,5100044774,28826.53
,27/09/2018,HMRC,Court Fees,HMRC,,Debt Management,Court Fees,,THE INSOLVENCY SERVICE,B4 6FD,,5100044880,170445
,27/09/2018,HMRC,Telephone Support,HMRC,,Operational Excellence & Output Mgmt,Telephone Support,,KCOM GROUP PLC,HU1 3RE,,5100044939,157436.02
,27/09/2018,HMRC,Marketing Promotion,HMRC,,Corporate Communications,Marketing Promotion,,GfK UK Ltd,E14 5LQ,,5100044959,23940
,27/09/2018,HMRC,Expenditure relates to the provision of services by the Commercial Delivery Team - 'BuyingTeam Ltd trading as Proxima' during the month of August 2018.,HMRC,,Commercial Directorate,Temp clerical/admin,,BUYINGTEAM LTD t/a Proxima,EC2V 6DN,,5100045023,23970
,27/09/2018,HMRC,Marketing Promotion,HMRC,,Corporate Communications,Marketing Promotion,,ADAMANDEVE DDB,W2 6AA,,5100045127,72731.52
,27/09/2018,HMRC,These are recharges to DWP for Hosting the Child Benefit system,HMRC,,Information Management Services,Proprietry sys maint,,Department for Work and Pensions,FY5 3TA,,5100045159,113938.69
,28/09/2018,HMRC,Customs Declaration Service - IT Support,HMRC,,Customs Transformation,P04 Rate IT Serv Res,,BLOOM PROCUREMENT SERVICES LTD,NE1 3DY,,5100046013,537789.7
,28/09/2018,HMRC,Contractor software development,HMRC,,Digital,Contin Labor Build,,EQUAL EXPERTS UK LTD,WC1H 9BB,,5100046068,384112.5
,28/09/2018,HMRC,Contractor software development,HMRC,,Digital,Contin Labor Build,,EQUAL EXPERTS UK LTD,WC1H 9BB,,5100046070,77393.75
,28/09/2018,HMRC,Legal Service Sol's,HMRC,,Solicitors Office,Legal Service Sol's,,GOVERNMENT LEGAL DEPARTMENT,WC2B 4TS,,5100046097,681.3
,28/09/2018,HMRC,Legal Service Sol's,HMRC,,Solicitors Office,Legal Service Sol's,,GOVERNMENT LEGAL DEPARTMENT,WC2B 4TS,,5100046097,151095.51
