F1,F10,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F11,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F12,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F13,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F14,F140,F141,F142,F143,F144,F145,F146,F147,F148,F149,F15,F150,F151,F152,F153,F154,F155,F156,F157,F158,F159,F16,F160,F161,F162,F163,F164,F165,F166,F167,F168,F169,F17,F170,F171,F172,F173,F174,F175,F176,F177,F178,F179,F18,F180,F181,F182,F183,F184,F185,F186,F187,F188,F189,F19,F190,F191,F192,F193,F194,F195,F196,F197,F198,F199,F2,F20,F200,F201,F202,F203,F204,F205,F206,F207,F208,F209,F21,F210,F211,F212,F213,F214,F215,F216,F217,F218,F219,F22,F220,F221,F23,F24,F25,F26,F27,F28,F29,F3,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F4,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F5,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F6,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F7,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F8,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F9,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,2,0,1,0,3,0,0,0,1,0,1,0,0,2,2,1,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,2,0,0,2,0,0,1,1,0,0,1,0
0,0,1,0,0,1,0,1,2,0,0,0,0,0,3,3,2,1,3,1,1,0,2,0,1,0,1,2,0,0,0,0,1,1,0,0,1,1,1,0,1,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,2,1,0,2,0,0,1,2,0,1,1,1,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,2,0,2,0,0,0,1,2,2,0
0,0,1,0,0,2,3,2,1,0,0,0,0,0,1,0,3,0,0,0,2,2,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,1,1,1,1,2,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,3,1,0,0,0,1,1,0,0,0,1,0,2
0,0,0,1,0,0,1,2,1,3,1,0,0,1,1,2,0,1,0,0,0,3,1,0,1,1,0,1,2,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,2,2,2,1,1,0,1,1,1,0,0,0,0,3,1,0,2,0,1,1,0,1,0,0,2,1,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,2,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
0,0,0,1,1,0,0,2,0,0,1,2,0,1,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,1,3,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,3,0,1,1,0,3,1,2,0,0,0,1,1,1,0,2,2,2,3
0,0,2,0,1,0,2,1,1,2,1,0,0,3,5,1,1,0,1,0,3,0,1,0,0,3,3,0,3,3,0,0,3,1,0,0,1,0,2,0,3,2,0,1,0,0,2,0,0,2,1,1,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2,1,0,2,1,0,2,0,1,0,0,2,2,1,2,0
0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,2,1,1,1,0,1,0,2,1,1,2,1,1,1,0,0,3,0,1,0,0,0,1,0,4,0,0,0,0,2,1,0,1,0,0,0,3,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,3,2,1,0,0,0,0,0,1,0,1,1,0,1,2,4,1,0
0,0,0,0,3,0,3,3,2,2,2,0,0,3,1,2,2,3,0,0,0,5,3,0,4,0,2,2,1,0,1,1,0,0,0,1,2,2,0,0,2,1,2,1,0,0,2,0,0,2,2,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,2,2,0,1,3,0,0,0,0,2,0,1,0,1,1,1,1,2,2
0,0,1,3,2,1,0,3,1,2,4,2,0,4,2,3,1,0,3,0,1,1,0,0,2,1,0,1,0,2,1,2,2,2,0,1,1,1,0,5,1,1,0,0,0,0,1,0,0,0,0,2,4,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,1,1,2,0,0,1,1,0,0,1,4,2,1,3,4,1,0,1,2
0,0,0,2,1,2,0,2,3,2,1,1,0,1,2,1,0,1,0,1,1,4,3,0,3,0,0,1,1,2,0,1,0,2,0,3,0,1,0,0,1,2,0,2,2,0,1,1,0,0,0,2,0,0,2,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,3,0,0,0,1,0,0,0,2,2,1,2,1,3,0,0,0,2,0,1,1,1,2,1,1,0,0,1,1,1,1,0,2,1,2,0
0,0,1,0,2,0,3,2,4,1,3,4,0,1,2,2,1,5,0,2,1,1,0,0,0,3,1,0,1,2,5,3,2,1,0,1,2,3,0,1,0,1,0,1,1,0,1,3,2,0,2,3,1,1,0,2,0,1,1,0,0,4,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,2,1,1,1,3,3,1,0,0,2,2,0,2,0,0,1,0,2,2
0,0,2,1,3,1,0,3,2,1,1,0,0,5,4,1,2,0,3,3,2,2,0,0,0,1,2,1,2,1,2,3,0,0,0,0,1,0,2,3,0,2,0,1,0,0,0,3,0,1,0,0,3,0,1,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,2,0,0,1,2,0,1,0,1,0,0,1,1,1,2,1,1,0,0,0,0,2,1,0,1,3,1,2,2,0,2,0,1,1,1,1,1,2,1,0,1,2
0,0,4,2,2,2,2,1,3,2,3,6,0,1,1,0,2,0,4,1,2,0,2,0,0,1,3,1,5,4,4,2,3,0,0,1,1,0,1,0,2,0,2,1,1,0,1,1,0,2,1,1,1,0,1,2,0,1,0,1,2,0,0,0,1,1,1,0,1,1,0,0,0,2,0,0,0,0,0,1,0,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,0,0,2,3,0,0,1,0,0,0,1,3,3,0,3,0,1,1,1,2,1,1,3,1,1,0
0,0,3,3,3,2,2,4,0,0,3,2,0,2,1,2,3,5,1,0,2,1,3,0,3,3,1,2,3,1,4,1,1,0,0,2,3,5,0,1,2,5,2,1,2,0,0,4,0,1,1,0,0,3,2,2,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,2,0,0,1,0,2,0,2,3,0,0,3,2,1,2,0,1,0,0,1,2,2,1,1,2,1,1,2,0,1,1,3,0,0,1,1,0,1,3
0,0,1,4,3,0,0,3,6,1,4,4,0,0,2,3,0,1,5,3,2,7,1,0,4,2,3,1,2,2,0,1,0,2,0,4,2,2,1,2,2,0,1,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,1,0,0,0,2,0,1,1,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,2,0,0,2,1,0,1,3,2,0,0,0,1,0,0,1,2,1,1,0,2,1,1,0,0,0,2,2,4,2,0,2,2,2,1,0,5,0,3,1,1,3,1,2,2,2
0,0,1,3,3,1,5,0,2,2,1,1,0,2,2,1,4,7,2,2,4,3,4,0,4,5,3,0,2,2,2,2,4,2,0,4,2,0,2,4,2,1,0,0,3,0,1,0,1,0,0,0,1,2,1,2,0,0,0,0,0,0,3,1,0,1,0,0,0,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0,1,3,1,0,0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,2,5,0,0,3,2,1,3,3,1,1,2,3,0,1,1,1,1,5,3,4,2,2,3
0,0,2,5,8,0,3,0,4,2,8,2,0,4,4,8,5,4,5,3,3,4,3,0,0,4,1,4,6,3,1,1,3,0,0,3,2,3,1,0,1,0,1,1,1,0,2,0,5,7,1,2,0,1,1,1,0,0,1,1,3,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,1,1,0,0,3,0,3,1,0,1,1,1,1,0,2,1,0,0,3,2,1,4,2,2,0,0,2,3,2,0,0,0,3,1,1,0,3,2,4,4,5,2,1,2,3,4
0,0,6,2,3,0,2,1,9,2,2,5,0,1,0,4,5,4,3,5,3,3,1,0,5,2,0,2,3,5,3,3,1,3,0,3,3,2,1,0,1,0,0,0,3,1,2,4,3,2,2,0,0,2,1,0,0,2,0,0,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,0,1,1,1,2,0,2,0,3,1,0,0,2,0,2,0,1,2,3,2,1,1,0,2,2,1,1,3,6,0,5,3,2,0,1,2,3,0,6,0,4,3,2,5
0,0,2,2,1,2,1,3,6,5,3,3,0,6,2,1,10,2,2,4,4,5,1,0,5,4,1,2,5,3,4,4,5,2,0,2,5,4,4,2,0,1,3,1,3,0,5,0,2,2,2,1,6,0,0,1,0,1,2,1,1,0,0,1,0,0,1,0,1,1,1,0,1,3,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,1,2,3,1,1,2,2,2,0,2,0,2,1,1,4,2,3,1,4,0,2,5,2,3,3,7,4,4,3,3
0,0,6,2,4,7,2,2,8,3,3,8,0,1,1,7,1,5,2,2,3,3,3,0,5,4,3,2,1,4,1,3,2,0,0,5,1,3,0,4,1,3,2,4,1,0,5,3,6,1,1,0,3,2,3,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,2,0,1,1,6,2,1,0,0,0,1,1,1,2,0,2,1,3,0,0,2,2,2,3,3,1,5,2,1,2,0,0,2,1,7,9,5,3,0,4,4
0,1,4,3,4,5,5,2,3,3,4,2,0,3,4,2,10,4,5,2,6,3,6,1,2,5,5,6,2,2,2,3,6,3,0,6,3,4,3,1,5,2,3,0,6,0,2,3,1,2,4,3,2,2,0,2,0,1,1,2,1,2,1,0,0,0,1,0,1,0,1,3,1,2,2,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,2,0,1,2,1,0,0,3,1,1,2,3,0,4,3,1,2,1,2,1,1,4,1,0,2,1,6,3,5,2,2,2,1,3,0,3,1,8,5,3,4,3,4,5,7
0,0,3,7,4,4,6,9,9,10,1,6,0,8,13,2,4,10,3,9,2,5,3,0,1,0,5,8,7,4,6,6,3,3,0,8,2,1,2,6,3,1,3,1,0,0,2,2,1,2,4,5,1,5,1,3,0,0,1,3,3,1,0,3,1,1,0,0,2,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,2,2,1,0,1,0,0,1,1,3,1,5,3,5,0,0,4,0,4,1,3,1,3,4,3,3,1,3,0,7,8,3,3,3,3,6,2,5,4
0,1,6,3,6,5,5,10,6,6,3,4,0,7,2,12,3,2,6,4,8,4,8,0,5,5,6,2,8,5,8,4,3,4,0,4,5,4,3,4,1,4,5,3,3,0,3,2,2,2,2,2,4,3,2,4,0,3,4,2,0,2,0,0,2,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,4,0,1,2,1,3,0,2,1,0,1,1,2,1,1,0,1,0,1,0,0,1,1,2,4,1,2,2,0,1,6,0,1,2,5,2,5,3,2,0,5,2,6,6,8,5,5,6,5,4
0,0,4,1,6,5,5,7,10,2,6,5,0,5,4,3,7,7,8,8,4,3,4,0,5,5,5,5,3,4,2,6,7,3,0,7,6,3,4,4,3,1,1,1,2,0,4,5,5,1,3,4,2,2,0,2,0,1,0,3,6,0,2,2,1,1,2,0,1,1,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,1,5,1,1,2,0,0,1,0,4,1,2,2,3,2,1,1,2,4,1,0,3,4,2,3,2,9,5,8,6,1,2,2,2,3,5,5,4,5,3,6
0,0,3,2,7,6,10,3,8,4,10,5,0,5,9,7,2,2,3,6,5,2,12,0,6,5,7,4,5,4,7,6,3,4,0,4,5,5,4,0,2,3,3,3,3,0,3,2,2,2,1,3,3,2,3,1,0,5,4,1,2,0,0,1,1,0,1,1,0,1,2,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,4,1,0,1,1,2,0,1,0,0,0,0,1,3,1,2,1,1,0,1,1,1,6,2,0,1,4,4,4,2,0,6,6,2,2,8,7,3,5,4,3,0,7,5,10,3,3,8,4,7,2,12
0,0,5,5,6,3,4,5,7,8,6,12,0,10,9,6,7,5,7,6,4,8,3,0,4,8,8,4,7,6,5,4,2,8,0,3,5,6,7,4,4,7,4,4,7,0,9,4,2,0,3,8,2,2,2,1,1,2,1,2,0,2,2,1,1,1,1,0,1,2,0,1,0,1,2,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,1,0,0,2,0,1,1,0,0,0,2,0,2,2,0,3,2,4,3,0,3,1,2,4,2,2,1,3,2,4,0,6,2,4,4,3,1,5,6,3,8,0,13,4,5,8,5,5,6,4,8,4
1,0,11,7,4,10,6,6,9,11,9,6,0,8,6,11,11,14,11,8,8,6,7,0,11,10,10,5,9,8,3,3,13,8,0,5,4,2,2,2,4,11,4,4,5,0,4,5,2,4,1,4,4,2,2,4,0,3,0,2,2,1,1,0,3,2,0,0,2,2,2,1,0,3,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,2,2,2,0,0,0,3,2,1,0,0,2,0,1,4,1,2,2,4,5,1,0,1,0,2,3,3,3,2,2,5,3,0,3,3,2,4,4,2,5,7,1,3,0,5,5,9,9,10,8,8,5,10,5
