F1,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F2,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F3,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F4,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F5,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F6,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F7,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F8,F80,F9
1238.223405260,5.488120685,1.626232660,0.462011186,0.794920304,0.405659784,0.448442003,-0.005404369,0,0,0,684.829172368,0,0,0,0,0,0,0,0,0,0,301.998535025,0,0,0,0,0,6.716304473e-07,0,0,0,0,164.475470913,0,0,0,0,0,0,0,0,0,0,96.120696724,0,0,0,0,0,0,0,0,0,0,35.682242007,0,0,0,0,0,0,0,0,0,0,34.804833970,0,0,0,0,0,0,0,0,0,0,18.003291709,0,12.024332451
1040.704133216,4.022641507,1.691780815,4.100862312,0.000234836,1.088932460,0,0,0,0.331216974,0,507.428241880,0,0,0,0,0,7.431989609e-08,0.016655340,0,0,0,291.372503376,0,0,0,0,0,0,0,0,0,0,130.242244520,0,0,0,0,0,0,0,0,0,0,69.139048449,0,0,0,0,0,0,0,0,0,0,53.828297374,0,0,0,0,0,0,0,0,0,0,11.297206432,0,0,0,0,0,0,0,0,0,0,13.005953249,0,12.036906667
700.298284369,3.918585911,3.731513609,0.835237195,0.494434869,0.667203956,0,1.289639901e-06,0.058283915,0,0,499.326987363,1.227329771e-05,0.683538496,0,0.161681475,0,0,0,0,0,0,237.583639038,0,0,0,0,0,0,0,0,0,0,116.170003764,0,0,0,0,0,0,0,0,0,0,56.924560160,0,0,0,0,0,0,0,0,0,0,24.338967852,0,0,0,0,0,0,0,0,0,0,30.741631183,0,0,0,0,0,0,0,0,0,0,8.848138755,0,7.570051863
650.028623922,4.053206033,1.683493187,1.634626608,1.025603865,1.253677287,0.420119022,0,0.099333812,0.040062801,0,275.811971431,0,0,0,0,0,-3.967503349e-05,0,0,0,0,212.795890279,0,0,0,0,0,0,0,0,0,0,140.764725775,0,0,0,0,0,0,0,0,0,0,61.858889056,0,0,0,0,0,0,0,0,0,0,39.341836594,0,0,0,0,0,0,0,0,0,0,21.018010808,0,0,0,0,0,0,0,0,0,0,18.395302175,0,6.273818494
631.442434384,3.926762523,1.800445799,2.301697512,0.861239996,-0.001747908,0,0.420463577,0.487872070,0,0,392.004396339,0,0,0,0,0,0,0,0,0,0,196.215082224,0,0,0,0,0,0,0,0,0,0,99.681407670,0,0,0,0,0,0,0,0,0,0,69.965665782,0,0,0,0,0,0,0,0,0,0,37.026811727,0,0,0,0,0,0,0,0,0,0,27.478183386,0,0,0,0,0,0,0,0,0,0,11.725947419,0,4.867679275
526.842337480,5.272160999,0.224504944,2.205654403,1.087696965,0.882332562,0.594412062,0,0,0,-5.980959675e-05,234.645682113,0,0.136804890,0,0,0,0,0,0,0,0,218.773283901,0,0,0,0,0,0,0,0,0,0,120.847194161,0,0,0,0,0,0,0,0,0,0,51.126540387,0,0,0,0,0,0,0,0,0,0,41.450130097,0,0,0,0,0,0,0,0,0,0,15.148633794,0,0,0,0,0,0,0,0,0,0,16.763460432,0,10.925087180
556.942661318,4.543123224,3.629408205,0.001528032,0.492011456,0.500929869,0.125228034,0,0,0.007286435,0,315.398999199,0.002138556,0.350420992,0,0,0,0,0,0,0,0,112.886197860,0,0,0,0,0,0,0,0,0,0,114.843234839,0,0,0,0,0,0,0,0,0,0,51.760602094,0,0,0,0,0,0,0,0,0,0,30.543014966,0,0,0,0,0,0,0,0,0,0,18.843628763,0,0,0,0,0,0,0,0,0,0,9.148992179,0,6.577029469
426.917856883,4.680108081,4.036212236,1.911895040,1.384745960,0,0.852200259,0.357547726,0.397238649,0.808339789,0,211.581129316,0,0,0,0,0,0.225047154,0,0,0,0,176.305170872,0,0,0,8.204931348e-06,0,0,0,0,0,0,67.239539283,0,0,0,0,0,0,0,0,0,0,49.800788178,0,0,0,0,0,0,0,0,0,0,25.940801805,0,0,0,0,0,0,0,0,0,0,14.679492750,0,0,0,0,0,0,0,0,0,0,11.034630972,0,5.923454633
424.569320051,2.205907972,2.780749156,0.719934232,1.314837018,3.325673557,0.393084444,1.148606692,0.389962549,0,0,179.621941022,0.650561110,0.233556716,0,0,0,0,0,0,0,0,116.952854345,0,0,0,0,0,0,0,0,0,0,73.870467693,0,0,0,0,0,0,0,0,0,0,49.122171845,0,0,0,0,0,0,0,0,0,0,23.976913158,0,0,0,0,0,0,0,0,0,0,14.806983360,0,0,0,0,0,0,0,0,0,0,12.092694263,0,8.277917824
309.254230453,3.580817947,2.177313604,0.724508261,1.637624549,0.945715268,1.377027076,0,0,0.061334543,0.384921384,206.990859169,0.362468894,0.016515145,0,0,0,0,0,0,0,0.317699065,97.913543399,0.204937090,0,0,0,0,0.037302407,0,0,0,0,60.096438648,0,0,0,0,0,0,4.707021399e-06,0,0,0,39.184570210,0,0,0,0,0,0,0,0,0,0,31.223271208,0,0,0,0,0,0,0,0,0,0,9.852808392,0,0,0,0,0,0,0,0,0,0,12.952856920,0,1.894704542
339.468307284,5.497561694,3.590534004,1.638170634,1.670503601,1.917147281,0.148417335,0.571849933,1.366132190,0,0,129.608290053,0,0,0,0,0,0,0,0,0,0,84.968986223,0,0,0,0,0,0,0,0,0,0,56.911806334,0,0,0,0,0,0,0,0,0,0,30.585591977,0,0,0,0,0,0,0,0,0,0,14.676817069,0,0,0,0,0,0,0,0,0,0,16.062210923,0,0,0,0,0,0,0,0,0,0,13.800682563,0,5.179198154
